lead_id,created_at,purpose,project_id,project_name,unit_id,unit_type,bedrooms_min,area_sqft,budget_min,budget_max,currency,location,timeline,name,phone,email,contact_status,lead_score,lead_grade,lead_summary,sales_handoff_message,source_url,source_document,unknown_fields
L-0001,2026-06-25T08:00:00.000Z,buy,ccb8dd4b_0ad1_e811_a2b8_00155d119707,Ajman Corniche Residences,ccb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,unknown,unknown,236000,236000,AED,Ajman / Ajman Corniche,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Ajman Corniche Residences; Unit: Commercial; Budget: 236000-236000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0001: buy inquiry for Ajman Corniche Residences. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0098,2026-06-13T05:00:00.000Z,rent,ed194b08_59aa_f011_a2e0_00155d119f3e,Mawjan,ed194b08_59aa_f011_a2e0_00155d119f3e_1br_unit_104,One Bedroom Apartment,1,1659.64,1200000,1200000,AED,Ajman / Ajman Corniche,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: rent; Project: Mawjan; Unit: One Bedroom Apartment; Budget: 1200000-1200000 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0098: rent inquiry for Mawjan. Use source assets/Mawjan-Brochure.pdf#page=28. Confirm unknown fields before advising.,assets/Mawjan-Brochure.pdf#page=28,Mawjan brochure integrated in v3 KB,name|phone|email|payment_plan
L-0099,2026-06-13T02:00:00.000Z,invest,ed194b08_59aa_f011_a2e0_00155d119f3e,Mawjan,ed194b08_59aa_f011_a2e0_00155d119f3e_1br_unit_310,One Bedroom Apartment,1,1007.36,1200000,1200000,AED,Ajman / Ajman Corniche,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Mawjan; Unit: One Bedroom Apartment; Budget: 1200000-1200000 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0099: invest inquiry for Mawjan. Use source assets/Mawjan-Brochure.pdf#page=29. Confirm unknown fields before advising.,assets/Mawjan-Brochure.pdf#page=29,Mawjan brochure integrated in v3 KB,name|phone|email|payment_plan
L-0100,2026-06-12T23:00:00.000Z,invest,ed194b08_59aa_f011_a2e0_00155d119f3e,Mawjan,ed194b08_59aa_f011_a2e0_00155d119f3e_2br_unit_101,Two Bedroom Apartment,2,2892.29,2000000,2000000,AED,Ajman / Ajman Corniche,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Mawjan; Unit: Two Bedroom Apartment; Budget: 2000000-2000000 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0100: invest inquiry for Mawjan. Use source assets/Mawjan-Brochure.pdf#page=33. Confirm unknown fields before advising.,assets/Mawjan-Brochure.pdf#page=33,Mawjan brochure integrated in v3 KB,name|phone|email|payment_plan
L-0101,2026-06-12T20:00:00.000Z,buy,ed194b08_59aa_f011_a2e0_00155d119f3e,Mawjan,ed194b08_59aa_f011_a2e0_00155d119f3e_2br_unit_307,Two Bedroom Apartment,2,1801.23,2000000,2000000,AED,Ajman / Ajman Corniche,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: buy; Project: Mawjan; Unit: Two Bedroom Apartment; Budget: 2000000-2000000 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0101: buy inquiry for Mawjan. Use source assets/Mawjan-Brochure.pdf#page=34. Confirm unknown fields before advising.,assets/Mawjan-Brochure.pdf#page=34,Mawjan brochure integrated in v3 KB,name|phone|email|payment_plan
L-0102,2026-06-12T17:00:00.000Z,rent,ed194b08_59aa_f011_a2e0_00155d119f3e,Mawjan,ed194b08_59aa_f011_a2e0_00155d119f3e_2br_unit_311,Two Bedroom Apartment,2,1884.77,2000000,2000000,AED,Ajman / Ajman Corniche,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Mawjan; Unit: Two Bedroom Apartment; Budget: 2000000-2000000 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0102: rent inquiry for Mawjan. Use source assets/Mawjan-Brochure.pdf#page=35. Confirm unknown fields before advising.,assets/Mawjan-Brochure.pdf#page=35,Mawjan brochure integrated in v3 KB,name|phone|email|payment_plan
L-0103,2026-06-12T14:00:00.000Z,invest,ed194b08_59aa_f011_a2e0_00155d119f3e,Mawjan,ed194b08_59aa_f011_a2e0_00155d119f3e_3br_unit_102,Three Bedroom Apartment,3,2640.69,2700000,2700000,AED,Ajman / Ajman Corniche,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Mawjan; Unit: Three Bedroom Apartment; Budget: 2700000-2700000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0103: invest inquiry for Mawjan. Use source assets/Mawjan-Brochure.pdf#page=38. Confirm unknown fields before advising.,assets/Mawjan-Brochure.pdf#page=38,Mawjan brochure integrated in v3 KB,name|phone|email|payment_plan
L-0104,2026-06-12T11:00:00.000Z,commercial,ccb8dd4b_0ad1_e811_a2b8_00155d119707,Ajman Corniche Residences,ccb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,unknown,unknown,236000,236000,AED,Ajman / Ajman Corniche,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: commercial; Project: Ajman Corniche Residences; Unit: Commercial; Budget: 236000-236000 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0104: commercial inquiry for Ajman Corniche Residences. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0105,2026-06-12T08:00:00.000Z,buy,2eb8dd4b_0ad1_e811_a2b8_00155d119707,Ajman One,2eb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,unknown,unknown,263000,263000,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Ajman One; Unit: Commercial; Budget: 263000-263000 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0105: buy inquiry for Ajman One. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0106,2026-06-12T05:00:00.000Z,rent,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,22796319_20da_ee11_a2bf_00155d119841_inventory,Freehold,1,unknown,316000,316000,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Ajman One - PH II; Unit: Freehold; Budget: 316000-316000 AED; Timeline: 3-6 months; Unknowns: name|phone|email.,Aqaar lead L-0106: rent inquiry for Ajman One - PH II. Use source https://www.aqaar.com/ajman-one-phase2. Confirm unknown fields before advising.,https://www.aqaar.com/ajman-one-phase2,AQAAR-KB-ACQ-FINAL-v3,name|phone|email
L-0107,2026-06-12T02:00:00.000Z,invest,7f307ab5_a6a9_ea11_a2c3_00155d119619,Ajman Pearl,7f307ab5_a6a9_ea11_a2c3_00155d119619_inventory,Commercial,unknown,unknown,183500,183500,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Ajman Pearl; Unit: Commercial; Budget: 183500-183500 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0107: invest inquiry for Ajman Pearl. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0108,2026-06-11T23:00:00.000Z,commercial,2a565476_ed0f_ee11_a2be_00155d119f33,Ajman Uptown,2a565476_ed0f_ee11_a2be_00155d119f33_inventory,Commercial,unknown,unknown,979000,979000,AED,Ajman,unknown,unknown,unknown,unknown,unknown,50,warm,Purpose: commercial; Project: Ajman Uptown; Unit: Commercial; Budget: 979000-979000 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0108: commercial inquiry for Ajman Uptown. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0109,2026-06-11T20:00:00.000Z,buy,f6b7dd4b_0ad1_e811_a2b8_00155d119707,Al Andalus 4,f6b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,20000,20000,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Al Andalus 4; Unit: Commercial; Budget: 20000-20000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0109: buy inquiry for Al Andalus 4. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Andalus%204&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Andalus%204&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0110,2026-06-11T17:00:00.000Z,rent,96b8dd4b_0ad1_e811_a2b8_00155d119707,Al Arabi Building,96b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,35500,35500,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: rent; Project: Al Arabi Building; Unit: Commercial; Budget: 35500-35500 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0110: rent inquiry for Al Arabi Building. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Arabi%20Building&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Arabi%20Building&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0111,2026-06-11T14:00:00.000Z,invest,3ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 1,3ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,19200,19200,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Al Berouj 1; Unit: Commercial; Budget: 19200-19200 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0111: invest inquiry for Al Berouj 1. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%201&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%201&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0112,2026-06-11T11:00:00.000Z,commercial,3cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 2,3cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,15600,15600,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Al Berouj 2; Unit: Commercial; Budget: 15600-15600 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0112: commercial inquiry for Al Berouj 2. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%202&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%202&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0113,2026-06-11T08:00:00.000Z,buy,3eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 3,3eb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,15600,15600,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: buy; Project: Al Berouj 3; Unit: Commercial; Budget: 15600-15600 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0113: buy inquiry for Al Berouj 3. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%203&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%203&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0114,2026-06-11T05:00:00.000Z,rent,40b8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 4,40b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,15600,15600,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Al Berouj 4; Unit: Commercial; Budget: 15600-15600 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0114: rent inquiry for Al Berouj 4. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%204&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%204&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0115,2026-06-11T02:00:00.000Z,invest,ecb7dd4b_0ad1_e811_a2b8_00155d119707,Al Bustan,ecb7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,36000,36000,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Al Bustan; Unit: Commercial; Budget: 36000-36000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0115: invest inquiry for Al Bustan. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Bustan&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Bustan&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0116,2026-06-10T23:00:00.000Z,commercial,e6b7dd4b_0ad1_e811_a2b8_00155d119707,Al Dana,e6b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,14400,14400,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: commercial; Project: Al Dana; Unit: Commercial; Budget: 14400-14400 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0116: commercial inquiry for Al Dana. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Dana&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Dana&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0117,2026-06-10T20:00:00.000Z,buy,feb7dd4b_0ad1_e811_a2b8_00155d119707,Al Durra,feb7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,26400,26400,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: buy; Project: Al Durra; Unit: Commercial; Budget: 26400-26400 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0117: buy inquiry for Al Durra. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Durra&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Durra&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0118,2026-06-10T17:00:00.000Z,rent,b0b8dd4b_0ad1_e811_a2b8_00155d119707,Al Fazzan,b0b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,44000,44000,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Al Fazzan; Unit: Commercial; Budget: 44000-44000 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0118: rent inquiry for Al Fazzan. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Fazzan&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Fazzan&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0119,2026-06-10T14:00:00.000Z,invest,f4502104_adbf_ec11_a2bf_00155d119927,Al Gharoub,f4502104_adbf_ec11_a2bf_00155d119927_inventory,Leasing,1,unknown,28000,28000,AED,Ajman,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: invest; Project: Al Gharoub; Unit: Leasing; Budget: 28000-28000 AED; Timeline: 6-12 months; Unknowns: name|phone|email.,Aqaar lead L-0119: invest inquiry for Al Gharoub. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Gharoub&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Gharoub&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email
L-0120,2026-06-10T11:00:00.000Z,commercial,76b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 1,76b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,108000,108000,AED,Ajman,unknown,unknown,unknown,unknown,unknown,50,warm,Purpose: commercial; Project: Al Humaidia Villa 1; Unit: Villa; Budget: 108000-108000 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0120: commercial inquiry for Al Humaidia Villa 1. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Humaidia%20Villa%201&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Humaidia%20Villa%201&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0121,2026-06-10T08:00:00.000Z,buy,78b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 2,78b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,45000,45000,AED,Ajman,immediate,unknown,unknown,unknown,unknown,65,warm,Purpose: buy; Project: Al Humaidia Villa 2; Unit: Villa; Budget: 45000-45000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0121: buy inquiry for Al Humaidia Villa 2. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Humaidia%20Villa%202&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Humaidia%20Villa%202&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0122,2026-06-10T05:00:00.000Z,rent,e8b7dd4b_0ad1_e811_a2b8_00155d119707,Al Itihad,e8b7dd4b_0ad1_e811_a2b8_00155d119707_inventory,Leasing,1,unknown,33000,33000,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,75,hot,Purpose: rent; Project: Al Itihad; Unit: Leasing; Budget: 33000-33000 AED; Timeline: 0-30 days; Unknowns: name|phone|email.,Aqaar lead L-0122: rent inquiry for Al Itihad. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Itihad&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Itihad&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email
L-0123,2026-06-10T02:00:00.000Z,invest,a6b8dd4b_0ad1_e811_a2b8_00155d119707,Al Johara,a6b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,20400,20400,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Al Johara; Unit: Commercial; Budget: 20400-20400 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0123: invest inquiry for Al Johara. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Johara&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Johara&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0124,2026-06-09T23:00:00.000Z,commercial,24b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf 1,24b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,20000,20000,AED,Ajman / Jurf 1,3-6 months,unknown,unknown,unknown,unknown,60,warm,Purpose: commercial; Project: Al Jurf 1; Unit: Commercial; Budget: 20000-20000 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0124: commercial inquiry for Al Jurf 1. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%201&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%201&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0125,2026-06-09T20:00:00.000Z,buy,26b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf 2,26b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,21000,21000,AED,Ajman / Jurf 2,6-12 months,unknown,unknown,unknown,unknown,60,warm,Purpose: buy; Project: Al Jurf 2; Unit: Commercial; Budget: 21000-21000 AED; Timeline: 6-12 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0125: buy inquiry for Al Jurf 2. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%202&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%202&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0126,2026-06-09T17:00:00.000Z,rent,22b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf 3,22b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,1,unknown,31680,31680,AED,Ajman,unknown,unknown,unknown,unknown,unknown,60,warm,Purpose: rent; Project: Al Jurf 3; Unit: Commercial; Budget: 31680-31680 AED; Timeline: unknown; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0126: rent inquiry for Al Jurf 3. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%203&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%203&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0127,2026-06-09T14:00:00.000Z,invest,2ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Complex,2ab8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Commercial,0,unknown,14000,14000,AED,Ajman,immediate,unknown,unknown,unknown,unknown,75,hot,Purpose: invest; Project: Al Jurf Complex; Unit: Commercial; Budget: 14000-14000 AED; Timeline: immediate; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0127: invest inquiry for Al Jurf Complex. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Complex&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Complex&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0128,2026-06-09T11:00:00.000Z,commercial,20b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Residential Villas,20b8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,113400,113400,AED,Ajman,0-30 days,unknown,unknown,unknown,unknown,65,warm,Purpose: commercial; Project: Al Jurf Residential Villas; Unit: Villa; Budget: 113400-113400 AED; Timeline: 0-30 days; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0128: commercial inquiry for Al Jurf Residential Villas. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Residential%20Villas&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Residential%20Villas&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0129,2026-06-09T08:00:00.000Z,buy,1cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Villas,1cb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,75000,75000,AED,Ajman,this quarter,unknown,unknown,unknown,unknown,65,warm,Purpose: buy; Project: Al Jurf Villas; Unit: Villa; Budget: 75000-75000 AED; Timeline: this quarter; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0129: buy inquiry for Al Jurf Villas. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
L-0130,2026-06-09T05:00:00.000Z,rent,1eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Villas 2,1eb8dd4b_0ad1_e811_a2b8_00155d119707_inventory,Villa,unknown,unknown,80000,80000,AED,Ajman,3-6 months,unknown,unknown,unknown,unknown,50,warm,Purpose: rent; Project: Al Jurf Villas 2; Unit: Villa; Budget: 80000-80000 AED; Timeline: 3-6 months; Unknowns: name|phone|email|payment_plan.,Aqaar lead L-0130: rent inquiry for Al Jurf Villas 2. Use source https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100. Confirm unknown fields before advising.,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100,AQAAR-KB-ACQ-FINAL-v3,name|phone|email|payment_plan
