lead_id,created_at,purpose,detected_purpose_confidence,property_type,unit_type,project_id,project_name,location,budget_min,budget_max,currency,timeline,name,phone,email,business_use,investment_objective,contact_status,lead_score,lead_grade,unknown_fields,lead_summary,sales_handoff_message,source_package,source_url
AQ-V2-L-0001,2026-06-24T11:00:00.000Z,Buy,0.80,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,268600,331800,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 268600-331800; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0001: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 268600-331800. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0190,2026-05-31T20:00:00.000Z,Rent,0.94,commercial,Commercial,10b8dd4b_0ad1_e811_a2b8_00155d119707,Al Tameer,unknown,34680,42840,AED,3_6_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Tameer; property type commercial; unit Commercial; location unknown; budget AED 34680-42840; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0190: Rent. Project: Al Tameer. Location: unknown. Budget: AED 34680-42840. Timeline: 3_6_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Tameer&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Tameer&pageNumber=1&pageSize=100
AQ-V2-L-0191,2026-05-31T17:00:00.000Z,Invest,0.80,commercial,Commercial,28b8dd4b_0ad1_e811_a2b8_00155d119707,Al Nuaimia Complex,unknown,13500,16500,AED,6_12_months,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Nuaimia Complex; property type commercial; unit Commercial; location unknown; budget AED 13500-16500; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0191: Invest. Project: Al Nuaimia Complex. Location: unknown. Budget: AED 13500-16500. Timeline: 6_12_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nuaimia%20Complex&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nuaimia%20Complex&pageNumber=1&pageSize=100
AQ-V2-L-0192,2026-05-31T14:00:00.000Z,Commercial,0.82,commercial,Commercial,3eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 3,unknown,14820,17940,AED,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,50,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Berouj 3; property type commercial; unit Commercial; location unknown; budget AED 14820-17940; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0192: Commercial. Project: Al Berouj 3. Location: unknown. Budget: AED 14820-17940. Timeline: unknown. Score: 50 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%203&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%203&pageNumber=1&pageSize=100
AQ-V2-L-0193,2026-05-31T11:00:00.000Z,Buy,0.83,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,316000,379200,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 316000-379200; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0193: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 316000-379200. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0194,2026-05-31T08:00:00.000Z,Rent,0.85,commercial,Leasing,42b8dd4b_0ad1_e811_a2b8_00155d119707,Al Yasmeen Complex,unknown,14700,17500,AED,30_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Yasmeen Complex; property type commercial; unit Leasing; location unknown; budget AED 14700-17500; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0194: Rent. Project: Al Yasmeen Complex. Location: unknown. Budget: AED 14700-17500. Timeline: 30_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Yasmeen%20%20Complex&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Yasmeen%20%20Complex&pageNumber=1&pageSize=100
AQ-V2-L-0195,2026-05-31T05:00:00.000Z,Invest,0.86,commercial,Villa,86b8dd4b_0ad1_e811_a2b8_00155d119707,Al Rumailah New Villas,Rumaila 1,112200,132600,AED,60_90_days,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Rumailah New Villas; property type commercial; unit Villa; location Rumaila 1; budget AED 112200-132600; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0195: Invest. Project: Al Rumailah New Villas. Location: Rumaila 1. Budget: AED 112200-132600. Timeline: 60_90_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah%20New%20Villas&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Rumailah%20New%20Villas&pageNumber=1&pageSize=100
AQ-V2-L-0196,2026-05-31T02:00:00.000Z,Commercial,0.88,commercial,Commercial,e6b7dd4b_0ad1_e811_a2b8_00155d119707,Al Dana,unknown,16560,19440,AED,3_6_months,unknown,unknown,unknown,warehouse,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Dana; property type commercial; unit Commercial; location unknown; budget AED 16560-19440; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0196: Commercial. Project: Al Dana. Location: unknown. Budget: AED 16560-19440. Timeline: 3_6_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Dana&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Dana&pageNumber=1&pageSize=100
AQ-V2-L-0197,2026-05-30T23:00:00.000Z,Buy,0.89,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,268600,331800,AED,6_12_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 268600-331800; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0197: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 268600-331800. Timeline: 6_12_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0198,2026-05-30T20:00:00.000Z,Rent,0.91,healthcare,Healthcare,88b8dd4b_0ad1_e811_a2b8_00155d119707,Amina Hospital,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,35,cold,name|phone|email|bathrooms|area|service_charges,Rent scenario for Amina Hospital; property type healthcare; unit Healthcare; location unknown; budget unknown; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0198: Rent. Project: Amina Hospital. Location: unknown. Budget: unknown. Timeline: unknown. Score: 35 (cold). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Amina%20Hospital&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Amina%20Hospital&pageNumber=1&pageSize=100
AQ-V2-L-0199,2026-05-30T17:00:00.000Z,Invest,0.92,commercial,Commercial,b4b8dd4b_0ad1_e811_a2b8_00155d119707,Al Sheikha Fatima Building (Abu-Dhabi),unknown,34913,42263,AED,immediate,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Sheikha Fatima Building (Abu-Dhabi); property type commercial; unit Commercial; location unknown; budget AED 34913-42263; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0199: Invest. Project: Al Sheikha Fatima Building (Abu-Dhabi). Location: unknown. Budget: AED 34913-42263. Timeline: immediate. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikha%20Fatima%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Sheikha%20Fatima%20Building%20(Abu-Dhabi)&pageNumber=1&pageSize=100
AQ-V2-L-0200,2026-05-30T14:00:00.000Z,Commercial,0.94,commercial,Commercial,2cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Show Rooms,unknown,unknown,unknown,unknown,30_days,unknown,unknown,unknown,retail,unknown,unknown_contact,45,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Humaidia Show Rooms; property type commercial; unit Commercial; location unknown; budget unknown; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0200: Commercial. Project: Al Humaidia Show Rooms. Location: unknown. Budget: unknown. Timeline: 30_days. Score: 45 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Humaidia%20Show%20Rooms&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Humaidia%20Show%20Rooms&pageNumber=1&pageSize=100
AQ-V2-L-0201,2026-05-30T11:00:00.000Z,Buy,0.80,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,331800,395000,AED,60_90_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 331800-395000; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0201: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 331800-395000. Timeline: 60_90_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0202,2026-05-30T08:00:00.000Z,Rent,0.82,education,Education,5cb8dd4b_0ad1_e811_a2b8_00155d119707,Bloomington School,unknown,unknown,unknown,unknown,3_6_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,45,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Bloomington School; property type education; unit Education; location unknown; budget unknown; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0202: Rent. Project: Bloomington School. Location: unknown. Budget: unknown. Timeline: 3_6_months. Score: 45 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Bloomington%20School&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Bloomington%20School&pageNumber=1&pageSize=100
AQ-V2-L-0203,2026-05-30T05:00:00.000Z,Invest,0.83,commercial,Commercial,a8b8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 1,unknown,23000,27000,AED,6_12_months,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Thuraya 1; property type commercial; unit Commercial; location unknown; budget AED 23000-27000; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0203: Invest. Project: Al Thuraya 1. Location: unknown. Budget: AED 23000-27000. Timeline: 6_12_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%201&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%201&pageNumber=1&pageSize=100
AQ-V2-L-0204,2026-05-30T02:00:00.000Z,Commercial,0.85,commercial,Commercial,a6b8dd4b_0ad1_e811_a2b8_00155d119707,Al Johara,unknown,17340,21420,AED,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,50,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Johara; property type commercial; unit Commercial; location unknown; budget AED 17340-21420; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0204: Commercial. Project: Al Johara. Location: unknown. Budget: AED 17340-21420. Timeline: unknown. Score: 50 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Johara&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Johara&pageNumber=1&pageSize=100
AQ-V2-L-0205,2026-05-29T23:00:00.000Z,Buy,0.86,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,284400,347600,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 284400-347600; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0205: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 284400-347600. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0206,2026-05-29T20:00:00.000Z,Rent,0.88,unknown,unknown,301c3301_382a_eb11_a2c5_00155d119619,Crown Private,unknown,unknown,unknown,unknown,30_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,45,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Crown Private; property type unknown; unit unknown; location unknown; budget unknown; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0206: Rent. Project: Crown Private. Location: unknown. Budget: unknown. Timeline: 30_days. Score: 45 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crown%20Private&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crown%20Private&pageNumber=1&pageSize=100
AQ-V2-L-0207,2026-05-29T17:00:00.000Z,Invest,0.89,commercial,Commercial,beabdf96_e122_e911_a2b8_00155d119707,Al Zahir,unknown,14400,17280,AED,60_90_days,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Zahir; property type commercial; unit Commercial; location unknown; budget AED 14400-17280; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0207: Invest. Project: Al Zahir. Location: unknown. Budget: AED 14400-17280. Timeline: 60_90_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahir&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Zahir&pageNumber=1&pageSize=100
AQ-V2-L-0208,2026-05-29T14:00:00.000Z,Commercial,0.91,commercial,Commercial,2ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Complex,unknown,14700,17500,AED,3_6_months,unknown,unknown,unknown,warehouse,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Jurf Complex; property type commercial; unit Commercial; location unknown; budget AED 14700-17500; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0208: Commercial. Project: Al Jurf Complex. Location: unknown. Budget: AED 14700-17500. Timeline: 3_6_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Complex&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Complex&pageNumber=1&pageSize=100
AQ-V2-L-0209,2026-05-29T11:00:00.000Z,Buy,0.92,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,347600,410800,AED,6_12_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 347600-410800; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0209: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 347600-410800. Timeline: 6_12_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0210,2026-05-29T08:00:00.000Z,Rent,0.94,healthcare,Healthcare,836256dc_a305_f111_8407_70a8a5232028,Dusit Thani Residences Ajman,Ajman Corniche,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,45,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Dusit Thani Residences Ajman; property type healthcare; unit Healthcare; location Ajman Corniche; budget unknown; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0210: Rent. Project: Dusit Thani Residences Ajman. Location: Ajman Corniche. Budget: unknown. Timeline: unknown. Score: 45 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/dusit-thani.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/dusit-thani
AQ-V2-L-0211,2026-05-29T05:00:00.000Z,Invest,0.80,commercial,Commercial,a0b8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 2,unknown,19380,23940,AED,immediate,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Asayel 2; property type commercial; unit Commercial; location unknown; budget AED 19380-23940; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0211: Invest. Project: Asayel 2. Location: unknown. Budget: AED 19380-23940. Timeline: immediate. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%202&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%202&pageNumber=1&pageSize=100
AQ-V2-L-0212,2026-05-29T02:00:00.000Z,Commercial,0.82,commercial,Villa,1cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Villas,unknown,67500,82500,AED,30_days,unknown,unknown,unknown,retail,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Jurf Villas; property type commercial; unit Villa; location unknown; budget AED 67500-82500; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0212: Commercial. Project: Al Jurf Villas. Location: unknown. Budget: AED 67500-82500. Timeline: 30_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100
AQ-V2-L-0213,2026-05-28T23:00:00.000Z,Buy,0.83,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,300200,363400,AED,60_90_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 300200-363400; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0213: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 300200-363400. Timeline: 60_90_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0214,2026-05-28T20:00:00.000Z,Rent,0.85,commercial,Leasing,e4b7dd4b_0ad1_e811_a2b8_00155d119707,Grand,unknown,27000,32400,AED,3_6_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Grand; property type commercial; unit Leasing; location unknown; budget AED 27000-32400; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0214: Rent. Project: Grand. Location: unknown. Budget: AED 27000-32400. Timeline: 3_6_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Grand&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Grand&pageNumber=1&pageSize=100
AQ-V2-L-0215,2026-05-28T17:00:00.000Z,Invest,0.86,commercial,Retail,eab7dd4b_0ad1_e811_a2b8_00155d119707,Dewan Towers,unknown,12600,15000,AED,6_12_months,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Dewan Towers; property type commercial; unit Retail; location unknown; budget AED 12600-15000; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0215: Invest. Project: Dewan Towers. Location: unknown. Budget: AED 12600-15000. Timeline: 6_12_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dewan%20Towers&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dewan%20Towers&pageNumber=1&pageSize=100
AQ-V2-L-0216,2026-05-28T14:00:00.000Z,Commercial,0.88,commercial,Commercial,9cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Madina Tower,unknown,29700,35100,AED,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,50,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Madina Tower; property type commercial; unit Commercial; location unknown; budget AED 29700-35100; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0216: Commercial. Project: Al Madina Tower. Location: unknown. Budget: AED 29700-35100. Timeline: unknown. Score: 50 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Madina%20Tower&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Madina%20Tower&pageNumber=1&pageSize=100
AQ-V2-L-0217,2026-05-28T11:00:00.000Z,Buy,0.89,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,363400,426600,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 363400-426600; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0217: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 363400-426600. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0218,2026-05-28T08:00:00.000Z,Rent,0.91,commercial,Retail,50b8dd4b_0ad1_e811_a2b8_00155d119707,Houses and Flats Masfoot,Masfout,10200,12600,AED,30_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Houses and Flats Masfoot; property type commercial; unit Retail; location Masfout; budget AED 10200-12600; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0218: Rent. Project: Houses and Flats Masfoot. Location: Masfout. Budget: AED 10200-12600. Timeline: 30_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Houses%20and%20Flats%20Masfoot&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Houses%20and%20Flats%20Masfoot&pageNumber=1&pageSize=100
